Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,26.342500686645508,25.5,25.65250015258789,26.337499618530273,270597600.0,24.151493072509766
2016-01-05,26.462499618530273,25.602500915527344,26.4375,25.677499771118164,223164000.0,23.54627799987793
2016-01-06,25.592500686645508,24.967500686645508,25.139999389648438,25.174999237060547,273829600.0,23.085481643676758
2016-01-07,25.032499313354492,24.107500076293945,24.670000076293945,24.112499237060547,324377600.0,22.11117172241211
2016-01-08,24.77750015258789,24.190000534057617,24.637500762939453,24.239999771118164,283192000.0,22.228086471557617
2016-01-11,24.764999389648438,24.334999084472656,24.74250030517578,24.63249969482422,198957600.0,22.588010787963867
2016-01-12,25.172500610351562,24.709999084472656,25.137500762939453,24.989999771118164,196616800.0,22.91584014892578
2016-01-13,25.297500610351562,24.325000762939453,25.079999923706055,24.34749984741211,249758400.0,22.326662063598633
2016-01-14,25.1200008392334,23.934999465942383,24.489999771118164,24.8799991607666,252680400.0,22.814970016479492
2016-01-15,24.427499771118164,23.84000015258789,24.049999237060547,24.282499313354492,319335600.0,22.267057418823242
2016-01-19,24.662500381469727,23.875,24.602500915527344,24.165000915527344,212350800.0,22.159317016601562
2016-01-20,24.547500610351562,23.354999542236328,23.774999618530273,24.197500228881836,289337600.0,22.189111709594727
2016-01-21,24.469999313354492,23.735000610351562,24.264999389648438,24.075000762939453,208646000.0,22.076780319213867
2016-01-22,25.364999771118164,24.592500686645508,24.657499313354492,25.354999542236328,263202000.0,23.25054168701172
2016-01-25,25.38249969482422,24.802499771118164,25.3799991607666,24.860000610351562,207178000.0,22.7966251373291
2016-01-26,25.219999313354492,24.517499923706055,24.982500076293945,24.997499465942383,300308000.0,22.922714233398438
2016-01-27,24.157499313354492,23.334999084472656,24.010000228881836,23.354999542236328,533478800.0,21.416540145874023
2016-01-28,23.6299991607666,23.09749984741211,23.447500228881836,23.522499084472656,222715200.0,21.570138931274414
2016-01-29,24.334999084472656,23.587499618530273,23.697500228881836,24.334999084472656,257666000.0,22.31520652770996
2016-02-01,24.177499771118164,23.850000381469727,24.11750030517578,24.107500076293945,163774000.0,22.106582641601562
2016-02-02,24.010000228881836,23.56999969482422,23.854999542236328,23.6200008392334,149428800.0,21.6595458984375
2016-02-03,24.209999084472656,23.520000457763672,23.75,24.087499618530273,183857200.0,22.08824920654297
2016-02-04,24.332500457763672,23.797500610351562,23.96500015258789,24.149999618530273,185886800.0,22.26572036743164
2016-02-05,24.229999542236328,23.422500610351562,24.1299991607666,23.5049991607666,185672400.0,21.671052932739258
2016-02-08,23.924999237060547,23.260000228881836,23.282499313354492,23.752500534057617,216085600.0,21.89923858642578
2016-02-09,23.985000610351562,23.482500076293945,23.572500228881836,23.747499465942383,177324800.0,21.89462661743164
2016-02-10,24.087499618530273,23.524999618530273,23.979999542236328,23.5674991607666,169374400.0,21.728670120239258
2016-02-11,23.68000030517578,23.147499084472656,23.447500228881836,23.424999237060547,200298800.0,21.5972900390625
2016-02-12,23.625,23.252500534057617,23.547500610351562,23.497499465942383,161405600.0,21.66413688659668
2016-02-16,24.212499618530273,23.65250015258789,23.7549991607666,24.15999984741211,196231600.0,22.27494239807129
2016-02-17,24.552499771118164,24.037500381469727,24.167499542236328,24.530000686645508,179452800.0,22.61607551574707
2016-02-18,24.72249984741211,24.022499084472656,24.709999084472656,24.065000534057617,156084000.0,22.187358856201172
2016-02-19,24.190000534057617,23.950000762939453,24.0,24.010000228881836,141496800.0,22.13665008544922
2016-02-22,24.225000381469727,23.979999542236328,24.077499389648438,24.219999313354492,137123200.0,22.330263137817383
2016-02-23,24.125,23.637500762939453,24.100000381469727,23.672500610351562,127770400.0,21.825485229492188
2016-02-24,24.094999313354492,23.329999923706055,23.4950008392334,24.024999618530273,145022800.0,22.15047836303711
2016-02-25,24.190000534057617,23.8125,24.012500762939453,24.190000534057617,110330800.0,22.30260467529297
2016-02-26,24.5049991607666,24.145000457763672,24.299999237060547,24.227500915527344,115964400.0,22.337181091308594
2016-02-29,24.5575008392334,24.162500381469727,24.21500015258789,24.172500610351562,140865200.0,22.286470413208008
2016-03-01,25.1924991607666,24.354999542236328,24.412500381469727,25.13249969482422,201628400.0,23.17156410217285
2016-03-02,25.22249984741211,24.90999984741211,25.127500534057617,25.1875,132678400.0,23.222272872924805
2016-03-03,25.427499771118164,25.112499237060547,25.145000457763672,25.375,147822800.0,23.3951473236084
2016-03-04,25.9375,25.342500686645508,25.592500686645508,25.752500534057617,184220400.0,23.743192672729492
2016-03-07,25.707500457763672,25.239999771118164,25.59749984741211,25.467500686645508,143315600.0,23.48042869567871
2016-03-08,25.440000534057617,25.100000381469727,25.19499969482422,25.25749969482422,126247600.0,23.286813735961914
2016-03-09,25.395000457763672,25.0674991607666,25.327499389648438,25.280000686645508,108806800.0,23.307558059692383
2016-03-10,25.559999465942383,25.037500381469727,25.352500915527344,25.292499542236328,134054400.0,23.319082260131836
2016-03-11,25.56999969482422,25.375,25.559999465942383,25.565000534057617,109632800.0,23.570323944091797
2016-03-14,25.727500915527344,25.44499969482422,25.477500915527344,25.6299991607666,100304400.0,23.6302490234375
2016-03-15,26.295000076293945,25.962499618530273,25.989999771118164,26.145000457763672,160270800.0,24.10506820678711
2016-03-16,26.577499389648438,26.147499084472656,26.15250015258789,26.49250030517578,153214000.0,24.425453186035156
2016-03-17,26.61750030517578,26.239999771118164,26.3799991607666,26.450000762939453,137682800.0,24.38627052307129
2016-03-18,26.625,26.297500610351562,26.584999084472656,26.479999542236328,176820800.0,24.41392707824707
2016-03-21,26.912500381469727,26.28499984741211,26.482500076293945,26.477500915527344,142010800.0,24.411623001098633
2016-03-22,26.822500228881836,26.302499771118164,26.3125,26.68000030517578,129777600.0,24.59832763671875
2016-03-23,26.767499923706055,26.475000381469727,26.6200008392334,26.532499313354492,102814000.0,24.462331771850586
2016-03-24,26.5625,26.22249984741211,26.36750030517578,26.417499542236328,104532000.0,24.35630989074707
2016-03-28,26.547500610351562,26.264999389648438,26.5,26.297500610351562,77645600.0,24.245664596557617
2016-03-29,26.947500228881836,26.219999313354492,26.22249984741211,26.920000076293945,124760400.0,24.81960105895996
2016-03-30,27.604999542236328,27.149999618530273,27.162500381469727,27.389999389648438,182404400.0,25.2529239654541
2016-03-31,27.475000381469727,27.219999313354492,27.43000030517578,27.247499465942383,103553600.0,25.121543884277344
2016-04-01,27.5,27.049999237060547,27.19499969482422,27.497499465942383,103496000.0,25.352039337158203
2016-04-04,28.047500610351562,27.5674991607666,27.604999542236328,27.780000686645508,149424800.0,25.61250114440918
2016-04-05,27.6825008392334,27.354999542236328,27.377500534057617,27.452499389648438,106314800.0,25.310548782348633
2016-04-06,27.7450008392334,27.299999237060547,27.5575008392334,27.739999771118164,105616400.0,25.575620651245117
2016-04-07,27.604999542236328,27.030000686645508,27.487499237060547,27.135000228881836,127207600.0,25.017826080322266
